title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2014-02-01,2014-07-31
---------
Day,"[1] Number of Jobs Submitted","[2] Number of Jobs Submitted","[5] Number of Jobs Submitted","[16] Number of Jobs Submitted","[4] Number of Jobs Submitted","[8] Number of Jobs Submitted","[64] Number of Jobs Submitted","[3] Number of Jobs Submitted","[9] Number of Jobs Submitted","[32] Number of Jobs Submitted","[24] Number of Jobs Submitted","[7] Number of Jobs Submitted","[10] Number of Jobs Submitted","[6] Number of Jobs Submitted","[48] Number of Jobs Submitted","[18] Number of Jobs Submitted","[37] Number of Jobs Submitted","[17] Number of Jobs Submitted","[12] Number of Jobs Submitted","[256] Number of Jobs Submitted","[128] Number of Jobs Submitted","[30] Number of Jobs Submitted","[25] Number of Jobs Submitted","[74] Number of Jobs Submitted","[80] Number of Jobs Submitted","[20] Number of Jobs Submitted","[82] Number of Jobs Submitted","[15] Number of Jobs Submitted","[40] Number of Jobs Submitted","[13] Number of Jobs Submitted","[36] Number of Jobs Submitted","[14] Number of Jobs Submitted","[27] Number of Jobs Submitted","[100] Number of Jobs Submitted","[11] Number of Jobs Submitted","[181] Number of Jobs Submitted","[50] Number of Jobs Submitted","[244] Number of Jobs Submitted","[157] Number of Jobs Submitted","[60] Number of Jobs Submitted","[216] Number of Jobs Submitted","[19] Number of Jobs Submitted","[240] Number of Jobs Submitted","[21] Number of Jobs Submitted","[192] Number of Jobs Submitted","[45] Number of Jobs Submitted","[62] Number of Jobs Submitted","[250] Number of Jobs Submitted","[125] Number of Jobs Submitted","[28] Number of Jobs Submitted","[63] Number of Jobs Submitted","[31] Number of Jobs Submitted","[144] Number of Jobs Submitted","[72] Number of Jobs Submitted","[57] Number of Jobs Submitted","[26] Number of Jobs Submitted","[38] Number of Jobs Submitted","[34] Number of Jobs Submitted","[22] Number of Jobs Submitted","[81] Number of Jobs Submitted","[96] Number of Jobs Submitted","[23] Number of Jobs Submitted","[135] Number of Jobs Submitted","[122] Number of Jobs Submitted","[109] Number of Jobs Submitted","[33] Number of Jobs Submitted","[120] Number of Jobs Submitted","[77] Number of Jobs Submitted","[127] Number of Jobs Submitted","[252] Number of Jobs Submitted","[148] Number of Jobs Submitted","[160] Number of Jobs Submitted","[75] Number of Jobs Submitted","[108] Number of Jobs Submitted","[92] Number of Jobs Submitted","[68] Number of Jobs Submitted","[180] Number of Jobs Submitted","[183] Number of Jobs Submitted","[43] Number of Jobs Submitted","[200] Number of Jobs Submitted","[29] Number of Jobs Submitted","[35] Number of Jobs Submitted","[61] Number of Jobs Submitted","[46] Number of Jobs Submitted","[90] Number of Jobs Submitted","[65] Number of Jobs Submitted","[56] Number of Jobs Submitted","[84] Number of Jobs Submitted","[150] Number of Jobs Submitted","[54] Number of Jobs Submitted","[42] Number of Jobs Submitted","[44] Number of Jobs Submitted","[110] Number of Jobs Submitted","[119] Number of Jobs Submitted","[121] Number of Jobs Submitted","[140] Number of Jobs Submitted","[196] Number of Jobs Submitted","[220] Number of Jobs Submitted","[70] Number of Jobs Submitted","[85] Number of Jobs Submitted","[98] Number of Jobs Submitted","[52] Number of Jobs Submitted","[41] Number of Jobs Submitted","[224] Number of Jobs Submitted","[225] Number of Jobs Submitted","[111] Number of Jobs Submitted","[162] Number of Jobs Submitted","[219] Number of Jobs Submitted","[49] Number of Jobs Submitted","[102] Number of Jobs Submitted","[129] Number of Jobs Submitted","[168] Number of Jobs Submitted","[182] Number of Jobs Submitted","[55] Number of Jobs Submitted","[185] Number of Jobs Submitted","[66] Number of Jobs Submitted","[138] Number of Jobs Submitted","[47] Number of Jobs Submitted","[132] Number of Jobs Submitted","[95] Number of Jobs Submitted","[130] Number of Jobs Submitted","[169] Number of Jobs Submitted","[217] Number of Jobs Submitted","[165] Number of Jobs Submitted","[1024] Number of Jobs Submitted","[39] Number of Jobs Submitted","[78] Number of Jobs Submitted","[124] Number of Jobs Submitted","[172] Number of Jobs Submitted","[226] Number of Jobs Submitted","[241] Number of Jobs Submitted","[76] Number of Jobs Submitted","[101] Number of Jobs Submitted","[107] Number of Jobs Submitted","[112] Number of Jobs Submitted","[190] Number of Jobs Submitted","[237] Number of Jobs Submitted","[242] Number of Jobs Submitted","[86] Number of Jobs Submitted","[147] Number of Jobs Submitted","[187] Number of Jobs Submitted","[210] Number of Jobs Submitted","[51] Number of Jobs Submitted","[73] Number of Jobs Submitted","[104] Number of Jobs Submitted","[123] Number of Jobs Submitted","[126] Number of Jobs Submitted","[136] Number of Jobs Submitted","[146] Number of Jobs Submitted","[170] Number of Jobs Submitted","[218] Number of Jobs Submitted","[640] Number of Jobs Submitted","[161] Number of Jobs Submitted","[176] Number of Jobs Submitted","[248] Number of Jobs Submitted","[255] Number of Jobs Submitted","[83] Number of Jobs Submitted","[105] Number of Jobs Submitted","[113] Number of Jobs Submitted","[115] Number of Jobs Submitted","[133] Number of Jobs Submitted","[154] Number of Jobs Submitted","[155] Number of Jobs Submitted","[156] Number of Jobs Submitted","[164] Number of Jobs Submitted","[166] Number of Jobs Submitted","[201] Number of Jobs Submitted","[208] Number of Jobs Submitted","[211] Number of Jobs Submitted","[245] Number of Jobs Submitted","[512] Number of Jobs Submitted","[53] Number of Jobs Submitted","[59] Number of Jobs Submitted","[67] Number of Jobs Submitted","[88] Number of Jobs Submitted","[114] Number of Jobs Submitted","[143] Number of Jobs Submitted","[151] Number of Jobs Submitted","[188] Number of Jobs Submitted","[194] Number of Jobs Submitted","[222] Number of Jobs Submitted","[232] Number of Jobs Submitted","[243] Number of Jobs Submitted","[249] Number of Jobs Submitted","[251] Number of Jobs Submitted","[500] Number of Jobs Submitted","[99] Number of Jobs Submitted","[212] Number of Jobs Submitted"
2014-05-17,399,33,1,36,61,21,175,138,32,1,1,1,25,26,39,0,0,0,6,3,0,0,8,0,8,2,2,13,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-18,680,178,13,85,93,39,107,223,36,13,9,4,33,62,28,0,2,0,15,3,3,1,13,0,9,4,10,18,9,6,0,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-19,920,223,7,59,92,51,268,169,5,2,3,2,1,63,0,0,0,0,8,12,0,7,7,0,26,4,24,24,23,3,0,0,0,3,1,9,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-20,311,30,23,13,27,19,7,44,30,24,1,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-21,367,83,45,31,66,66,80,10,2,4,2,0,2,4,0,0,0,0,4,5,3,8,1,0,0,1,3,5,3,2,0,7,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-22,533,172,42,148,80,118,107,61,23,8,5,18,6,33,0,0,0,0,12,7,8,8,3,0,0,7,0,0,2,3,0,0,0,0,2,0,4,1,3,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-23,544,204,78,64,157,124,198,107,7,22,3,45,20,32,3,3,0,0,8,6,1,4,2,0,4,5,4,0,7,1,0,0,0,6,1,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-24,310,41,61,15,39,35,66,73,29,4,43,124,20,18,0,1,0,0,7,2,0,0,3,0,3,1,3,0,2,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-25,910,214,657,416,53,149,129,114,95,7,1,194,24,100,0,3,0,0,11,5,1,7,5,0,41,2,36,0,43,13,3,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-26,2188,343,486,371,254,171,304,191,376,48,1,220,68,34,0,0,0,0,9,14,10,0,5,0,26,7,33,2,21,7,0,3,0,9,0,3,0,10,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-27,679,164,375,155,44,50,398,65,3,27,0,84,19,11,0,0,0,0,9,4,5,0,3,0,9,2,5,1,7,1,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-28,827,399,124,51,45,345,7,82,28,17,1,2,10,27,0,2,0,0,2,10,5,2,2,0,5,4,4,0,7,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-29,400,41,4,20,24,48,17,92,2,7,44,1,3,6,0,0,0,1,5,5,2,1,3,0,4,2,0,1,2,2,0,1,0,0,0,0,0,2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-30,467,235,5,46,98,165,70,29,213,18,42,51,14,14,1,2,0,0,12,20,2,0,7,0,4,6,2,8,2,4,1,1,0,3,0,0,1,6,1,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-31,882,486,4,148,216,381,75,54,589,26,494,206,37,10,14,4,0,1,14,5,17,0,11,0,26,7,16,11,43,5,0,2,0,7,6,0,0,1,4,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,814,424,13,576,171,219,75,100,64,17,293,220,16,26,4,4,0,5,9,6,4,9,13,0,17,11,17,5,48,7,0,4,1,2,4,1,0,9,4,0,98,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-02,838,310,26,261,172,93,187,79,59,24,1,50,5,22,42,0,0,0,9,8,9,2,8,0,2,14,0,5,8,5,0,5,0,3,2,0,0,4,25,0,0,0,0,0,0,0,0,15,0,1,0,0,0,15,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-03,921,398,15,53,217,57,119,50,7,17,2,153,8,30,37,2,0,0,11,24,12,1,8,0,0,4,0,3,7,5,1,7,0,1,2,0,2,4,2,0,0,0,0,0,0,2,0,3,0,0,1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-04,614,73,7,29,68,34,58,68,2,9,3,3,1,15,2,0,0,0,4,8,1,1,3,0,0,2,0,1,1,3,0,1,0,1,1,0,1,5,7,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-05,1161,323,8,159,126,203,430,55,10,27,3,164,3,27,3,2,0,0,6,6,11,0,5,0,4,13,0,2,2,2,0,1,0,5,1,0,0,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-06,1045,212,13,96,207,57,479,77,3,23,4,164,11,16,0,1,0,1,15,4,4,1,9,0,0,3,0,0,8,2,0,6,0,2,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-07,1766,228,21,441,296,131,879,59,12,9,5,210,35,83,1,4,0,1,9,1,3,0,12,0,23,7,23,0,0,3,9,4,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-08,1662,436,13,309,147,115,1040,112,12,19,0,212,35,21,0,0,0,12,2,0,1,12,4,0,8,24,5,1,5,3,0,0,0,7,3,0,4,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-09,2826,914,10,114,299,272,262,102,14,34,4,300,16,35,1,0,0,2,4,11,7,7,16,0,40,15,35,2,9,2,0,2,0,7,13,0,7,6,5,7,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,7,4,0,0,0,0,0,0,2,0,0,0,0,0,7,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-10,1448,168,10,533,137,84,68,99,1,38,9,45,6,26,0,0,0,3,12,44,3,2,15,0,2,4,6,4,8,3,1,14,0,1,9,0,0,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-11,1648,246,32,264,148,104,30,49,48,42,3,32,8,42,0,1,0,2,8,12,1,31,12,0,2,1,1,1,1,7,0,6,0,0,7,0,0,4,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-12,1233,157,30,266,391,81,239,110,36,34,3,8,78,15,0,0,0,39,10,22,10,7,12,0,2,2,5,1,2,2,0,2,0,0,7,0,2,3,10,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,3,1,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-13,1324,154,30,242,218,146,116,63,61,23,11,33,42,65,4,2,0,1,32,17,6,61,16,0,10,5,12,9,4,23,0,1,0,0,3,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
