title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2013-08-01,2014-01-31
---------
Day,"[1] Number of Jobs Submitted","[2] Number of Jobs Submitted","[16] Number of Jobs Submitted","[4] Number of Jobs Submitted","[8] Number of Jobs Submitted","[6] Number of Jobs Submitted","[3] Number of Jobs Submitted","[64] Number of Jobs Submitted","[32] Number of Jobs Submitted","[5] Number of Jobs Submitted","[36] Number of Jobs Submitted","[7] Number of Jobs Submitted","[10] Number of Jobs Submitted","[20] Number of Jobs Submitted","[12] Number of Jobs Submitted","[256] Number of Jobs Submitted","[128] Number of Jobs Submitted","[31] Number of Jobs Submitted","[48] Number of Jobs Submitted","[15] Number of Jobs Submitted","[13] Number of Jobs Submitted","[61] Number of Jobs Submitted","[24] Number of Jobs Submitted","[30] Number of Jobs Submitted","[9] Number of Jobs Submitted","[25] Number of Jobs Submitted","[60] Number of Jobs Submitted","[11] Number of Jobs Submitted","[100] Number of Jobs Submitted","[40] Number of Jobs Submitted","[150] Number of Jobs Submitted","[50] Number of Jobs Submitted","[18] Number of Jobs Submitted","[240] Number of Jobs Submitted","[181] Number of Jobs Submitted","[183] Number of Jobs Submitted","[45] Number of Jobs Submitted","[66] Number of Jobs Submitted","[90] Number of Jobs Submitted","[14] Number of Jobs Submitted","[80] Number of Jobs Submitted","[120] Number of Jobs Submitted","[250] Number of Jobs Submitted","[22] Number of Jobs Submitted","[96] Number of Jobs Submitted","[63] Number of Jobs Submitted","[28] Number of Jobs Submitted","[19] Number of Jobs Submitted","[72] Number of Jobs Submitted","[54] Number of Jobs Submitted","[35] Number of Jobs Submitted","[26] Number of Jobs Submitted","[42] Number of Jobs Submitted","[17] Number of Jobs Submitted","[75] Number of Jobs Submitted","[248] Number of Jobs Submitted","[81] Number of Jobs Submitted","[212] Number of Jobs Submitted","[62] Number of Jobs Submitted","[226] Number of Jobs Submitted","[99] Number of Jobs Submitted","[135] Number of Jobs Submitted","[38] Number of Jobs Submitted","[106] Number of Jobs Submitted","[49] Number of Jobs Submitted","[192] Number of Jobs Submitted","[34] Number of Jobs Submitted","[39] Number of Jobs Submitted","[252] Number of Jobs Submitted","[110] Number of Jobs Submitted","[220] Number of Jobs Submitted","[162] Number of Jobs Submitted","[122] Number of Jobs Submitted","[117] Number of Jobs Submitted","[125] Number of Jobs Submitted","[51] Number of Jobs Submitted","[144] Number of Jobs Submitted","[160] Number of Jobs Submitted","[33] Number of Jobs Submitted","[200] Number of Jobs Submitted","[204] Number of Jobs Submitted","[78] Number of Jobs Submitted","[216] Number of Jobs Submitted","[23] Number of Jobs Submitted","[148] Number of Jobs Submitted","[21] Number of Jobs Submitted","[57] Number of Jobs Submitted","[112] Number of Jobs Submitted","[46] Number of Jobs Submitted","[180] Number of Jobs Submitted","[76] Number of Jobs Submitted","[84] Number of Jobs Submitted","[52] Number of Jobs Submitted","[225] Number of Jobs Submitted","[56] Number of Jobs Submitted","[44] Number of Jobs Submitted","[70] Number of Jobs Submitted","[188] Number of Jobs Submitted","[43] Number of Jobs Submitted","[101] Number of Jobs Submitted","[157] Number of Jobs Submitted","[29] Number of Jobs Submitted","[108] Number of Jobs Submitted","[82] Number of Jobs Submitted","[174] Number of Jobs Submitted","[105] Number of Jobs Submitted","[140] Number of Jobs Submitted","[224] Number of Jobs Submitted","[27] Number of Jobs Submitted","[139] Number of Jobs Submitted","[37] Number of Jobs Submitted","[47] Number of Jobs Submitted","[210] Number of Jobs Submitted","[98] Number of Jobs Submitted","[152] Number of Jobs Submitted","[171] Number of Jobs Submitted","[55] Number of Jobs Submitted","[65] Number of Jobs Submitted","[124] Number of Jobs Submitted","[136] Number of Jobs Submitted","[41] Number of Jobs Submitted","[68] Number of Jobs Submitted","[129] Number of Jobs Submitted","[147] Number of Jobs Submitted","[93] Number of Jobs Submitted","[114] Number of Jobs Submitted","[126] Number of Jobs Submitted","[169] Number of Jobs Submitted","[255] Number of Jobs Submitted","[83] Number of Jobs Submitted","[87] Number of Jobs Submitted","[121] Number of Jobs Submitted","[138] Number of Jobs Submitted","[153] Number of Jobs Submitted","[243] Number of Jobs Submitted","[58] Number of Jobs Submitted","[59] Number of Jobs Submitted","[69] Number of Jobs Submitted","[86] Number of Jobs Submitted","[92] Number of Jobs Submitted","[94] Number of Jobs Submitted","[113] Number of Jobs Submitted","[111] Number of Jobs Submitted","[146] Number of Jobs Submitted","[155] Number of Jobs Submitted","[170] Number of Jobs Submitted","[195] Number of Jobs Submitted","[196] Number of Jobs Submitted","[512] Number of Jobs Submitted","[53] Number of Jobs Submitted","[71] Number of Jobs Submitted","[102] Number of Jobs Submitted","[119] Number of Jobs Submitted","[131] Number of Jobs Submitted","[142] Number of Jobs Submitted","[175] Number of Jobs Submitted","[176] Number of Jobs Submitted","[207] Number of Jobs Submitted","[233] Number of Jobs Submitted","[234] Number of Jobs Submitted","[88] Number of Jobs Submitted","[97] Number of Jobs Submitted","[103] Number of Jobs Submitted","[123] Number of Jobs Submitted","[127] Number of Jobs Submitted","[130] Number of Jobs Submitted","[132] Number of Jobs Submitted","[145] Number of Jobs Submitted","[159] Number of Jobs Submitted","[161] Number of Jobs Submitted","[163] Number of Jobs Submitted","[168] Number of Jobs Submitted","[191] Number of Jobs Submitted","[194] Number of Jobs Submitted","[203] Number of Jobs Submitted","[209] Number of Jobs Submitted","[218] Number of Jobs Submitted","[237] Number of Jobs Submitted","[115] Number of Jobs Submitted","[187] Number of Jobs Submitted","[197] Number of Jobs Submitted"
2013-11-21,901,283,156,125,47,19,49,105,26,26,0,22,5,5,8,5,2,0,0,0,4,0,2,1,12,4,2,5,11,2,5,6,0,0,9,0,1,0,0,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-22,1004,217,635,227,88,34,28,171,25,13,0,6,13,17,5,2,0,1,0,0,5,0,10,0,16,2,10,5,9,0,7,1,1,0,4,0,10,0,0,0,0,1,0,0,0,5,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-23,606,216,318,414,50,15,47,554,29,4,4,7,2,2,7,3,0,0,0,0,3,0,1,0,1,3,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-24,1541,234,1169,757,61,32,66,24,54,11,1210,1,9,9,15,6,1,8,0,0,0,35,1,1,4,5,6,0,15,0,3,9,0,0,1,0,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-25,1237,140,733,390,65,44,50,34,43,15,0,2,8,30,6,6,9,1,0,0,4,60,1,4,5,5,0,0,21,1,2,8,5,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,11,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-26,1001,306,544,269,92,40,51,29,77,78,0,11,41,34,21,16,4,0,1,0,6,52,10,1,2,3,6,2,1,2,4,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-27,630,211,213,154,42,0,9,30,46,14,0,3,11,6,17,9,17,1,2,4,4,23,4,3,0,7,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-28,503,112,150,101,28,10,27,8,38,3,0,15,0,1,12,5,0,0,0,12,3,22,2,1,0,4,2,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-29,837,84,580,126,22,46,21,16,18,4,0,22,1,0,7,5,2,0,0,3,8,22,0,2,0,11,0,0,2,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,12,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-30,585,48,130,127,11,7,6,17,9,4,0,22,1,4,8,11,3,0,0,3,1,4,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,783,112,137,571,32,47,14,7,30,19,0,106,9,7,15,8,2,0,0,5,4,9,4,7,0,1,0,0,1,2,0,1,0,0,9,0,0,8,0,1,0,0,0,0,0,9,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-02,1510,152,168,186,43,20,68,15,35,6,0,532,8,26,22,23,9,0,3,1,4,24,1,0,0,3,1,1,0,3,0,2,2,0,1,0,1,8,0,0,2,0,0,0,0,20,1,1,0,0,1,1,4,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-03,1364,170,148,129,64,18,62,30,75,6,1,2,20,8,33,16,9,0,2,3,10,15,1,7,0,6,6,0,3,3,0,2,2,0,0,0,0,6,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-04,807,237,571,205,50,7,52,33,32,5,270,0,14,24,11,11,8,0,1,1,3,9,1,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-05,581,136,263,67,33,12,85,30,35,17,100,0,3,5,4,21,13,0,1,1,2,5,0,0,4,2,8,1,4,11,0,0,0,0,0,0,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-06,523,254,600,153,35,6,127,22,46,34,476,5,11,16,4,66,4,0,1,1,2,0,1,0,0,4,0,0,14,1,0,0,3,1,0,0,0,0,3,1,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-07,599,97,63,139,33,11,105,7,31,2,0,6,6,6,7,0,1,0,0,2,14,1,3,0,0,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-08,4596,216,1780,1950,12,14,86,3359,44,2,2534,6,8,12,5,23,6,0,0,0,6,0,5,17,2,10,0,0,1,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-09,760,217,17,131,54,16,107,105,29,19,0,14,17,0,2,3,23,0,0,21,3,0,3,3,1,9,0,0,10,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-10,147,53,9,62,4,1,37,32,8,0,0,0,3,0,0,3,8,0,0,5,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-11,1257,422,195,173,84,40,190,139,113,43,2,7,49,2,25,43,19,0,0,12,3,5,57,0,2,7,0,0,11,5,0,17,1,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,8,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-12,1009,224,130,233,155,12,168,80,85,14,1,4,13,18,23,3,2,1,1,13,19,10,2,0,0,5,0,0,15,4,0,2,4,0,0,0,1,0,3,2,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-13,586,146,69,166,136,4,95,24,43,9,1,2,7,13,9,3,4,0,0,6,11,0,6,4,0,0,1,0,4,3,0,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,5,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-14,388,303,55,31,55,5,120,28,61,5,0,0,5,0,9,4,7,0,0,0,26,0,11,11,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,1,0,0,0,0,1,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-15,424,336,105,128,79,10,200,2,64,5,0,0,16,0,10,0,8,0,0,0,30,2,14,7,0,0,0,0,7,4,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-16,483,170,121,239,80,20,171,27,56,7,4,0,29,13,11,3,2,0,3,4,10,11,0,23,0,6,0,0,13,0,0,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-17,372,82,77,149,52,12,22,31,80,0,2,0,44,0,35,2,15,0,7,0,5,0,4,0,0,4,54,0,2,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-18,622,290,83,120,76,51,89,25,32,36,6,3,31,4,24,0,7,1,8,0,15,0,11,11,0,6,3,0,4,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-19,644,511,82,157,58,17,103,17,160,22,2,3,11,0,44,0,7,0,8,0,24,2,20,4,1,7,0,0,8,1,0,5,0,1,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-20,679,175,41,154,58,43,28,17,60,13,0,2,43,0,14,6,5,1,1,0,20,0,1,1,1,8,0,0,8,3,0,5,0,0,0,0,0,8,0,2,4,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
