,[CCT LSU SUPERMIC] Number of Jobs Started,[GATECH KEENELAND] Number of Jobs Started,[GATECH KIDS] Number of Jobs Started,[IU BIGRED*] Number of Jobs Started,[LONI QUEENBEE] Number of Jobs Started,[NCAR FROST] Number of Jobs Started,[NCSA ABE] Number of Jobs Started,[NCSA COBALT] Number of Jobs Started,[NCSA DTF] Number of Jobs Started,[NCSA EMBER*] Number of Jobs Started,[NCSA FORGE] Number of Jobs Started,[NCSA LINCOLN] Number of Jobs Started,[NICS ATHENA] Number of Jobs Started,[NICS DARTER] Number of Jobs Started,[NICS KRAKEN] Number of Jobs Started,[NICS NAUTILUS] Number of Jobs Started,[ORNL NSTG] Number of Jobs Started,[OSG] Number of Jobs Started,[PSC BIGBEN] Number of Jobs Started,[PSC BLACKLIGHT] Number of Jobs Started,[PSC BRIDGES LARGE] Number of Jobs Started,[PSC BRIDGES] Number of Jobs Started,[PSC GREENFIELD] Number of Jobs Started,[PSC POPLE] Number of Jobs Started,[PURDUE CONDOR] Number of Jobs Started,[PURDUE STEELE] Number of Jobs Started,[SDSC COMET] Number of Jobs Started,[SDSC DASH] Number of Jobs Started,[SDSC GORDON] Number of Jobs Started,[SDSC TRESTLES] Number of Jobs Started,[Stanford XSTREAM] Number of Jobs Started,[TACC LONESTAR4] Number of Jobs Started,[TACC LONESTAR] Number of Jobs Started,[TACC LONGHORN] Number of Jobs Started,[TACC MAVERICK2] Number of Jobs Started,[TACC RANGER] Number of Jobs Started,[TACC SPUR] Number of Jobs Started,[TACC STAMPEDE] Number of Jobs Started
2010-05-30,,,,50.0,176.0,5.0,1119.0,151.0,0.0,,,11.0,988.0,,289.0,,56.0,,0.0,,,,,139.0,84424.0,2520.0,,3.0,,,,,154.0,7.0,,500.0,1.0,
2010-05-31,,,,53.0,127.0,7.0,1515.0,264.0,0.0,,,37.0,995.0,,868.0,,48.0,,0.0,,,,,99.0,62113.0,1214.0,,0.0,,,,,166.0,6.0,,797.0,1.0,
2010-06-01,,,,30.0,2394.0,9.0,890.0,223.0,0.0,,,15.0,2191.0,,1740.0,,35.0,,0.0,,,,,132.0,17970.0,3485.0,,0.0,,,,,257.0,76.0,,941.0,4.0,
2010-06-02,,,,38.0,2399.0,9.0,820.0,351.0,0.0,,,29.0,2080.0,,95.0,,0.0,,0.0,,,,,170.0,15956.0,9643.0,,3.0,,,,,172.0,27.0,,1015.0,0.0,
2010-06-03,,,,30.0,701.0,41.0,1931.0,385.0,0.0,,,65.0,1720.0,,1189.0,,26.0,,0.0,,,,,69.0,35538.0,2980.0,,0.0,,,,,138.0,26.0,,911.0,2.0,
2010-06-04,,,,45.0,7928.0,51.0,3594.0,327.0,0.0,,,34.0,1080.0,,1037.0,,55.0,,0.0,,,,,128.0,30400.0,2156.0,,0.0,,,,,260.0,16.0,,925.0,6.0,
2010-06-05,,,,57.0,253.0,16.0,1572.0,126.0,0.0,,,19.0,1860.0,,411.0,,55.0,,0.0,,,,,82.0,27943.0,5529.0,,0.0,,,,,199.0,8.0,,704.0,2.0,
2010-06-06,,,,50.0,357.0,13.0,0.0,134.0,0.0,,,0.0,2076.0,,588.0,,58.0,,0.0,,,,,52.0,40958.0,1362.0,,0.0,,,,,258.0,24.0,,966.0,2.0,
2010-06-07,,,,67.0,3278.0,51.0,0.0,297.0,0.0,,,0.0,1524.0,,1184.0,,66.0,,0.0,,,,,53.0,31397.0,4360.0,,0.0,,,,,261.0,26.0,,1045.0,18.0,
2010-06-08,,,,64.0,1341.0,25.0,0.0,330.0,0.0,,,0.0,2346.0,,1583.0,,66.0,,0.0,,,,,149.0,21770.0,3466.0,,0.0,,,,,276.0,22.0,,859.0,19.0,
2010-06-09,,,,66.0,398.0,31.0,3654.0,257.0,0.0,,,105.0,1903.0,,17.0,,65.0,,0.0,,,,,170.0,23500.0,3379.0,,0.0,,,,,289.0,62.0,,883.0,14.0,
2010-06-10,,,,88.0,193.0,10.0,856.0,226.0,0.0,,,47.0,2147.0,,855.0,,67.0,,0.0,,,,,65.0,25055.0,2376.0,,0.0,,,,,265.0,68.0,,1156.0,13.0,
2010-06-11,,,,50.0,301.0,23.0,3749.0,239.0,0.0,,,77.0,1673.0,,1658.0,,55.0,,0.0,,,,,130.0,14765.0,3523.0,,0.0,,,,,184.0,34.0,,1180.0,18.0,
2010-06-12,,,,271.0,199.0,8.0,5168.0,109.0,0.0,,,17.0,1731.0,,1175.0,,63.0,,0.0,,,,,74.0,23793.0,5154.0,,0.0,,,,,218.0,27.0,,1324.0,7.0,
2010-06-13,,,,77.0,197.0,8.0,4162.0,130.0,0.0,,,7.0,1425.0,,385.0,,60.0,,0.0,,,,,69.0,24460.0,1818.0,,0.0,,,,,199.0,20.0,,1210.0,8.0,
2010-06-14,,,,62.0,1788.0,38.0,5538.0,217.0,0.0,,,59.0,1357.0,,1097.0,,66.0,,0.0,,,,,39.0,29796.0,4374.0,,0.0,,,,,291.0,79.0,,1185.0,31.0,
2010-06-15,,,,76.0,3260.0,46.0,5009.0,295.0,0.0,,,32.0,1715.0,,1912.0,,66.0,,0.0,,,,,88.0,8504.0,5379.0,,0.0,,,,,314.0,15.0,,784.0,19.0,
2010-06-16,,,,267.0,31.0,18.0,1852.0,359.0,0.0,,,25.0,2043.0,,171.0,,60.0,,0.0,,,,,131.0,16327.0,1869.0,,0.0,,,,,362.0,52.0,,833.0,57.0,
2010-06-17,,,,106.0,236.0,16.0,1803.0,262.0,0.0,,,9.0,1718.0,,1382.0,,52.0,,0.0,,,,,117.0,18577.0,1811.0,,0.0,,,,,1235.0,41.0,,1017.0,54.0,
2010-06-18,,,,68.0,582.0,16.0,3708.0,237.0,0.0,,,9.0,1378.0,,1193.0,,62.0,,0.0,,,,,129.0,17980.0,2640.0,,0.0,,,,,522.0,23.0,,1004.0,20.0,
2010-06-19,,,,59.0,210.0,6.0,574.0,207.0,0.0,,,25.0,606.0,,1070.0,,61.0,,0.0,,,,,71.0,23243.0,2679.0,,0.0,,,,,222.0,28.0,,823.0,3.0,
2010-06-20,,,,65.0,168.0,6.0,216.0,150.0,0.0,,,16.0,2565.0,,793.0,,63.0,,0.0,,,,,88.0,112.0,6866.0,,0.0,,,,,223.0,43.0,,822.0,2.0,
2010-06-21,,,,50.0,229.0,10.0,80.0,312.0,0.0,,,6.0,1922.0,,1310.0,,70.0,,0.0,,,,,130.0,2994.0,5906.0,,0.0,,,,,216.0,84.0,,922.0,13.0,
2010-06-22,,,,448.0,4941.0,16.0,0.0,319.0,0.0,,,0.0,1076.0,,1357.0,,135.0,,0.0,,,,,188.0,1017.0,7498.0,,0.0,,,,,480.0,20.0,,817.0,5.0,
2010-06-23,,,,92.0,257.0,12.0,114.0,378.0,0.0,,,0.0,3822.0,,89.0,,60.0,,0.0,,,,,152.0,1201.0,7099.0,,0.0,,,,,258.0,31.0,,924.0,21.0,
2010-06-24,,,,137.0,254.0,18.0,1465.0,404.0,0.0,,,23.0,6104.0,,560.0,,62.0,,0.0,,,,,104.0,1034.0,5488.0,,0.0,,,,,311.0,78.0,,840.0,2.0,
2010-06-25,,,,342.0,330.0,10.0,1612.0,300.0,0.0,,,54.0,2582.0,,854.0,,75.0,,0.0,,,,,108.0,4443.0,134.0,,0.0,,,,,270.0,61.0,,1015.0,9.0,
2010-06-26,,,,76.0,187.0,6.0,1447.0,121.0,0.0,,,25.0,2558.0,,224.0,,58.0,,0.0,,,,,131.0,1298.0,6378.0,,0.0,,,,,181.0,5.0,,764.0,6.0,
2010-06-27,,,,543.0,151.0,4.0,893.0,151.0,0.0,,,25.0,2691.0,,700.0,,57.0,,0.0,,,,,101.0,202.0,2144.0,,0.0,,,,,258.0,6.0,,823.0,9.0,
2010-06-28,,,,423.0,681.0,11.0,1565.0,140.0,0.0,,,203.0,2625.0,,1058.0,,59.0,,0.0,,,,,152.0,6821.0,3993.0,,0.0,,,,,356.0,10.0,,993.0,45.0,
2010-06-29,,,,81.0,176.0,41.0,3013.0,309.0,0.0,,,151.0,1739.0,,1786.0,,538.0,,0.0,,,,,127.0,11969.0,5710.0,,0.0,,,,,555.0,4.0,,724.0,13.0,
2010-06-30,,,,614.0,418.0,16.0,1579.0,303.0,0.0,,,18.0,1318.0,,7.0,,64.0,,0.0,,,,,132.0,18661.0,2721.0,,2.0,,,,,179.0,35.0,,748.0,22.0,
2010-07-01,,,,201.0,108.0,7.0,1464.0,303.0,0.0,,,10.0,2399.0,,122.0,,331.0,,0.0,,,,,176.0,20402.0,1725.0,,7.0,,,,,187.0,17.0,,941.0,9.0,
2010-07-02,,,,492.0,202.0,31.0,1098.0,287.0,0.0,,,24.0,868.0,,381.0,,83.0,,0.0,,,,,131.0,27544.0,4273.0,,5.0,,,,,152.0,8.0,,1108.0,12.0,
2010-07-03,,,,1702.0,83.0,21.0,601.0,154.0,0.0,,,10.0,2309.0,,357.0,,60.0,,0.0,,,,,58.0,32462.0,3790.0,,0.0,,,,,96.0,3.0,,863.0,11.0,
2010-07-04,,,,214.0,90.0,14.0,763.0,101.0,0.0,,,6.0,2649.0,,689.0,,59.0,,0.0,,,,,30.0,16981.0,3866.0,,0.0,,,,,118.0,3.0,,745.0,8.0,
2010-07-05,,,,1429.0,61.0,15.0,1523.0,228.0,0.0,,,19.0,3068.0,,629.0,,64.0,,0.0,,,,,32.0,14829.0,2135.0,,8.0,,,,,151.0,8.0,,958.0,9.0,
2010-07-06,,,,6197.0,64.0,6.0,1561.0,229.0,0.0,,,49.0,2599.0,,1239.0,,32.0,,0.0,,,,,173.0,21877.0,4411.0,,17.0,,,,,188.0,13.0,,1023.0,12.0,
2010-07-07,,,,2170.0,291.0,18.0,1043.0,292.0,0.0,,,60.0,1842.0,,1265.0,,33.0,,0.0,,,,,135.0,3562.0,6359.0,,12.0,,,,,184.0,23.0,,1071.0,13.0,
2010-07-08,,,,71.0,231.0,24.0,2336.0,259.0,0.0,,,388.0,1820.0,,1073.0,,38.0,,0.0,,,,,180.0,7609.0,3340.0,,20.0,,,,,454.0,11.0,,1731.0,15.0,
2010-07-09,,,,232.0,930.0,36.0,3458.0,241.0,0.0,,,60.0,1590.0,,1359.0,,164.0,,0.0,,,,,144.0,13322.0,3296.0,,2.0,,,,,371.0,16.0,,1077.0,22.0,
2010-07-10,,,,137.0,31.0,8.0,1061.0,194.0,0.0,,,57.0,1732.0,,1979.0,,4.0,,0.0,,,,,91.0,13994.0,3720.0,,0.0,,,,,235.0,5.0,,1037.0,8.0,
2010-07-11,,,,108.0,59.0,8.0,2082.0,158.0,0.0,,,73.0,1430.0,,1386.0,,13.0,,0.0,,,,,59.0,17577.0,2280.0,,2.0,,,,,294.0,2.0,,700.0,10.0,
2010-07-12,,,,509.0,107.0,20.0,1403.0,166.0,0.0,,,96.0,780.0,,1311.0,,40.0,,0.0,,,,,86.0,34779.0,448.0,,1.0,,,,,405.0,16.0,,810.0,9.0,
2010-07-13,,,,1300.0,1043.0,26.0,2392.0,266.0,0.0,,,346.0,2287.0,,2342.0,,96.0,,0.0,,,,,113.0,14413.0,3217.0,,3.0,,,,,704.0,43.0,,411.0,2.0,
2010-07-14,,,,663.0,169.0,18.0,2480.0,248.0,0.0,,,102.0,1386.0,,161.0,,172.0,,0.0,,,,,137.0,12439.0,2179.0,,2.0,,,,,290.0,36.0,,1173.0,14.0,
2010-07-15,,,,262.0,680.0,14.0,2629.0,342.0,0.0,,,155.0,755.0,,165.0,,362.0,,0.0,,,,,161.0,10419.0,2063.0,,1.0,,,,,598.0,24.0,,1006.0,15.0,
2010-07-16,,,,128.0,211.0,34.0,2605.0,228.0,0.0,,,567.0,1004.0,,1173.0,,816.0,,0.0,,,,,154.0,16613.0,2165.0,,2.0,,,,,616.0,10.0,,1170.0,10.0,
2010-07-17,,,,182.0,509.0,15.0,1204.0,149.0,0.0,,,392.0,1170.0,,664.0,,80.0,,0.0,,,,,76.0,17324.0,5748.0,,1.0,,,,,478.0,9.0,,676.0,10.0,
2010-07-18,,,,171.0,388.0,7.0,1363.0,174.0,0.0,,,10.0,877.0,,885.0,,7.0,,0.0,,,,,31.0,12917.0,1716.0,,0.0,,,,,287.0,4.0,,468.0,7.0,
2010-07-19,,,,203.0,103.0,33.0,1988.0,221.0,0.0,,,49.0,982.0,,2258.0,,4.0,,0.0,,,,,117.0,10915.0,6504.0,,1.0,,,,,344.0,16.0,,799.0,7.0,
2010-07-20,,,,111.0,110.0,9.0,1740.0,261.0,0.0,,,69.0,198.0,,1548.0,,43.0,,0.0,,,,,141.0,10033.0,4851.0,,0.0,,,,,242.0,18.0,,925.0,5.0,
2010-07-21,,,,93.0,4319.0,17.0,1798.0,255.0,0.0,,,415.0,135.0,,276.0,,122.0,,0.0,,,,,68.0,8891.0,5685.0,,0.0,,,,,890.0,36.0,,921.0,9.0,
2010-07-22,,,,115.0,12250.0,15.0,1986.0,292.0,0.0,,,403.0,160.0,,1841.0,,128.0,,0.0,,,,,135.0,9041.0,8101.0,,0.0,,,,,883.0,17.0,,712.0,19.0,
2010-07-23,,,,57.0,11337.0,26.0,1361.0,134.0,0.0,,,194.0,201.0,,1169.0,,8.0,,0.0,,,,,162.0,12260.0,2277.0,,0.0,,,,,439.0,36.0,,732.0,34.0,
2010-07-24,,,,70.0,122.0,5.0,894.0,248.0,0.0,,,11.0,257.0,,855.0,,40.0,,0.0,,,,,119.0,720.0,445.0,,1.0,,,,,231.0,12.0,,773.0,12.0,
2010-07-25,,,,69.0,6097.0,5.0,1347.0,251.0,0.0,,,40.0,122.0,,895.0,,78.0,,0.0,,,,,75.0,11581.0,2849.0,,0.0,,,,,239.0,5.0,,562.0,8.0,
2010-07-26,,,,90.0,7302.0,11.0,1594.0,186.0,0.0,,,69.0,241.0,,1287.0,,34.0,,0.0,,,,,155.0,4798.0,2451.0,,0.0,,,,,463.0,17.0,,937.0,12.0,
2010-07-27,,,,41.0,17334.0,13.0,3109.0,103.0,0.0,,,109.0,219.0,,1237.0,,24.0,,0.0,,,,,150.0,886.0,2148.0,,0.0,,,,,1177.0,15.0,,1117.0,13.0,
2010-07-28,,,,85.0,618.0,55.0,878.0,120.0,0.0,,,100.0,204.0,,112.0,,21.0,,0.0,,,,,131.0,930.0,2048.0,,0.0,,,,,413.0,9.0,,1202.0,14.0,
2010-07-29,,,,51.0,215.0,21.0,8695.0,267.0,0.0,,,44.0,224.0,,972.0,,62.0,,0.0,,,,,182.0,349.0,5655.0,,0.0,,,,,386.0,11.0,,1005.0,21.0,
2010-07-30,,,,47.0,6546.0,18.0,3171.0,277.0,0.0,,,38.0,172.0,,1693.0,,65.0,,0.0,,,,,109.0,365.0,3316.0,,0.0,,,,,255.0,13.0,,1250.0,8.0,
2010-07-31,,,,51.0,992.0,6.0,1837.0,187.0,0.0,,,5.0,96.0,,848.0,,50.0,,0.0,,,,,88.0,61.0,8037.0,,0.0,,,,,149.0,2.0,,635.0,7.0,
2010-08-01,,,,81.0,166.0,7.0,2152.0,162.0,,0.0,,7.0,143.0,,895.0,0.0,51.0,,,0.0,,,,80.0,45.0,4085.0,,0.0,,0.0,,,156.0,33.0,,1141.0,10.0,
2010-08-02,,,,73.0,18873.0,57.0,3796.0,230.0,,0.0,,38.0,143.0,,1144.0,0.0,30.0,,,0.0,,,,63.0,65.0,7624.0,,0.0,,0.0,,,147.0,13.0,,961.0,8.0,
2010-08-03,,,,70.0,533.0,45.0,2334.0,187.0,,0.0,,16.0,113.0,,1033.0,0.0,17.0,,,0.0,,,,123.0,509.0,6245.0,,0.0,,0.0,,,180.0,18.0,,1127.0,10.0,
2010-08-04,,,,56.0,10267.0,14.0,1722.0,182.0,,0.0,,103.0,190.0,,359.0,0.0,15.0,,,0.0,,,,78.0,468.0,4291.0,,0.0,,0.0,,,270.0,17.0,,844.0,1.0,
2010-08-05,,,,52.0,578.0,32.0,1579.0,180.0,,0.0,,64.0,104.0,,614.0,0.0,13.0,,,0.0,,,,145.0,1083.0,2685.0,,15.0,,0.0,,,210.0,10.0,,1036.0,6.0,
2010-08-06,,,,50.0,160.0,21.0,2180.0,202.0,,0.0,,48.0,49.0,,884.0,0.0,15.0,,,0.0,,,,62.0,740.0,3415.0,,40.0,,0.0,,,232.0,7.0,,1469.0,3.0,
2010-08-07,,,,37.0,63.0,13.0,1335.0,305.0,,0.0,,40.0,71.0,,495.0,0.0,17.0,,,0.0,,,,70.0,980.0,1142.0,,48.0,,0.0,,,276.0,0.0,,1831.0,1.0,
2010-08-08,,,,177.0,114.0,6.0,888.0,204.0,,0.0,,15.0,45.0,,632.0,0.0,13.0,,,0.0,,,,57.0,102.0,1135.0,,14.0,,0.0,,,227.0,3.0,,3174.0,1.0,
2010-08-09,,,,130.0,204.0,38.0,1601.0,344.0,,0.0,,66.0,90.0,,939.0,0.0,13.0,,,0.0,,,,98.0,200.0,1552.0,,0.0,,0.0,,,207.0,11.0,,1097.0,8.0,
2010-08-10,,,,92.0,214.0,22.0,1392.0,163.0,,0.0,,101.0,74.0,,843.0,0.0,15.0,,,0.0,,,,134.0,1034.0,1688.0,,0.0,,0.0,,,185.0,21.0,,1157.0,0.0,
2010-08-11,,,,158.0,212.0,36.0,1955.0,184.0,,0.0,,46.0,157.0,,170.0,0.0,23.0,,,0.0,,,,111.0,722.0,1838.0,,0.0,,0.0,,,295.0,24.0,,1581.0,12.0,
2010-08-12,,,,87.0,194.0,59.0,1364.0,237.0,,0.0,,80.0,91.0,,39.0,0.0,48.0,,,0.0,,,,111.0,579.0,3722.0,,0.0,,0.0,,,368.0,0.0,,1721.0,7.0,
2010-08-13,,,,67.0,274.0,22.0,1430.0,187.0,,0.0,,54.0,97.0,,428.0,0.0,50.0,,,0.0,,,,121.0,360.0,3597.0,,6.0,,0.0,,,222.0,44.0,,1342.0,4.0,
2010-08-14,,,,71.0,188.0,3.0,705.0,92.0,,0.0,,54.0,114.0,,302.0,0.0,48.0,,,0.0,,,,73.0,900.0,4988.0,,6.0,,0.0,,,331.0,1.0,,950.0,4.0,
2010-08-15,,,,60.0,196.0,6.0,933.0,115.0,,0.0,,22.0,532.0,,752.0,0.0,51.0,,,0.0,,,,28.0,824.0,4929.0,,5.0,,0.0,,,299.0,1.0,,2367.0,6.0,
2010-08-16,,,,81.0,321.0,53.0,1408.0,236.0,,0.0,,22.0,1196.0,,979.0,0.0,50.0,,,0.0,,,,146.0,880.0,3570.0,,11.0,,0.0,,,367.0,26.0,,1620.0,5.0,
2010-08-17,,,,132.0,237.0,48.0,1809.0,223.0,,0.0,,20.0,688.0,,951.0,0.0,60.0,,,0.0,,,,87.0,29.0,3677.0,,2.0,,0.0,,,319.0,10.0,,1331.0,8.0,
2010-08-18,,,,229.0,258.0,23.0,3035.0,200.0,,0.0,,22.0,462.0,,26.0,0.0,59.0,,,0.0,,,,87.0,1341.0,2649.0,,30.0,,0.0,,,523.0,17.0,,1426.0,3.0,
2010-08-19,,,,55.0,136.0,16.0,1570.0,240.0,,0.0,,74.0,149.0,,72.0,0.0,49.0,,,0.0,,,,135.0,1766.0,2733.0,,10.0,,0.0,,,366.0,11.0,,1636.0,7.0,
2010-08-20,,,,238.0,164.0,14.0,2536.0,181.0,,0.0,,68.0,128.0,,249.0,0.0,50.0,,,0.0,,,,81.0,1560.0,2068.0,,6.0,,0.0,,,333.0,24.0,,2089.0,2.0,
2010-08-21,,,,71.0,160.0,2.0,3488.0,82.0,,0.0,,23.0,78.0,,809.0,0.0,54.0,,,0.0,,,,69.0,1856.0,1602.0,,14.0,,0.0,,,295.0,7.0,,1673.0,3.0,
2010-08-22,,,,126.0,139.0,4.0,3134.0,34.0,,0.0,,37.0,79.0,,1042.0,0.0,55.0,,,0.0,,,,77.0,2138.0,1736.0,,1.0,,0.0,,,306.0,0.0,,1096.0,2.0,
2010-08-23,,,,278.0,430.0,24.0,3497.0,110.0,,0.0,,18.0,94.0,,691.0,0.0,50.0,,,0.0,,,,88.0,1022.0,1456.0,,0.0,,0.0,,,327.0,16.0,,1495.0,5.0,
2010-08-24,,,,72.0,663.0,49.0,3109.0,151.0,,0.0,,32.0,79.0,,1701.0,0.0,52.0,,,0.0,,,,148.0,422.0,1801.0,,0.0,,0.0,,,150.0,41.0,,1402.0,1.0,
2010-08-25,,,,131.0,528.0,81.0,3770.0,257.0,,0.0,,71.0,115.0,,45.0,0.0,54.0,,,0.0,,,,159.0,580.0,761.0,,11.0,,0.0,,,183.0,11.0,,2019.0,5.0,
2010-08-26,,,,97.0,387.0,50.0,1570.0,217.0,,0.0,,25.0,130.0,,4152.0,0.0,48.0,,,0.0,,,,103.0,2291.0,6301.0,,20.0,,0.0,,,186.0,16.0,,2445.0,6.0,
2010-08-27,,,,72.0,361.0,30.0,2830.0,218.0,,0.0,,23.0,101.0,,905.0,0.0,50.0,,,0.0,,,,73.0,2455.0,7106.0,,2.0,,0.0,,,1958.0,13.0,,2728.0,0.0,
2010-08-28,,,,68.0,142.0,5.0,1528.0,138.0,,0.0,,14.0,133.0,,572.0,0.0,48.0,,,0.0,,,,58.0,1060.0,2769.0,,0.0,,0.0,,,1780.0,3.0,,1564.0,2.0,
2010-08-29,,,,52.0,137.0,5.0,2650.0,123.0,,0.0,,26.0,28.0,,818.0,0.0,47.0,,,0.0,,,,103.0,1194.0,3215.0,,0.0,,0.0,,,2315.0,2.0,,2138.0,0.0,
2010-08-30,,,,48.0,178.0,13.0,3251.0,137.0,,0.0,,18.0,86.0,,1378.0,0.0,54.0,,,0.0,,,,91.0,1566.0,3995.0,,1.0,,0.0,,,492.0,11.0,,1706.0,2.0,
2010-08-31,,,,34.0,315.0,19.0,3024.0,192.0,,0.0,,22.0,127.0,,845.0,0.0,49.0,,,0.0,,,,108.0,1240.0,1240.0,,11.0,,0.0,,,279.0,11.0,,1868.0,6.0,
2010-09-01,,,,157.0,594.0,21.0,2141.0,198.0,,0.0,,24.0,201.0,,505.0,0.0,56.0,,,0.0,,,,29.0,2799.0,1759.0,,12.0,,0.0,,,254.0,67.0,,1881.0,0.0,
2010-09-02,,,,119.0,409.0,6.0,3452.0,125.0,,0.0,,25.0,791.0,,2543.0,0.0,57.0,,,0.0,,,,47.0,845.0,1623.0,,11.0,,0.0,,,201.0,53.0,,1632.0,0.0,
2010-09-03,,,,78.0,444.0,24.0,2564.0,202.0,,0.0,,39.0,137.0,,1865.0,0.0,50.0,,,0.0,,,,84.0,460.0,1962.0,,0.0,,0.0,,,279.0,10.0,,1701.0,2.0,
2010-09-04,,,,50.0,141.0,8.0,1629.0,122.0,,0.0,,15.0,745.0,,1123.0,0.0,54.0,,,0.0,,,,68.0,460.0,1342.0,,0.0,,0.0,,,182.0,0.0,,1036.0,0.0,
2010-09-05,,,,57.0,186.0,7.0,692.0,60.0,,0.0,,16.0,828.0,,808.0,0.0,52.0,,,0.0,,,,24.0,60.0,3371.0,,0.0,,0.0,,,176.0,1.0,,757.0,0.0,
2010-09-06,,,,53.0,167.0,15.0,708.0,171.0,,0.0,,14.0,887.0,,1264.0,0.0,53.0,,,0.0,,,,21.0,260.0,969.0,,0.0,,0.0,,,180.0,15.0,,938.0,0.0,
2010-09-07,,,,123.0,124.0,10.0,1827.0,236.0,,0.0,,26.0,87.0,,2145.0,0.0,56.0,,,0.0,,,,102.0,166.0,594.0,,0.0,,0.0,,,491.0,16.0,,1244.0,3.0,
2010-09-08,,,,58.0,204.0,21.0,370.0,241.0,,0.0,,15.0,748.0,,620.0,0.0,53.0,,,0.0,,,,107.0,1.0,722.0,,10.0,,0.0,,,511.0,9.0,,1055.0,3.0,
2010-09-09,,,,183.0,151.0,15.0,925.0,219.0,,0.0,,44.0,176.0,,1513.0,0.0,56.0,,,0.0,,,,96.0,6.0,2282.0,,23.0,,0.0,,,406.0,6.0,,890.0,5.0,
2010-09-10,,,,176.0,196.0,29.0,1435.0,166.0,,0.0,,19.0,167.0,,1032.0,0.0,58.0,,,0.0,,,,109.0,0.0,675.0,,14.0,,0.0,,,458.0,3.0,,981.0,3.0,
2010-09-11,,,,149.0,141.0,23.0,1519.0,96.0,,0.0,,11.0,68.0,,398.0,0.0,52.0,,,0.0,,,,49.0,0.0,684.0,,3.0,,0.0,,,2081.0,4.0,,955.0,3.0,
2010-09-12,,,,199.0,217.0,22.0,1704.0,106.0,,0.0,,6.0,68.0,,1034.0,0.0,54.0,,,0.0,,,,88.0,0.0,827.0,,0.0,,0.0,,,2593.0,7.0,,982.0,1.0,
2010-09-13,,,,73.0,210.0,29.0,993.0,234.0,,0.0,,16.0,133.0,,1965.0,0.0,55.0,,,0.0,,,,106.0,391.0,1097.0,,3.0,,0.0,,,1658.0,46.0,,1137.0,3.0,
2010-09-14,,,,60.0,127.0,24.0,884.0,158.0,,0.0,,22.0,207.0,,8288.0,0.0,52.0,,,0.0,,,,70.0,923.0,1410.0,,3.0,,0.0,,,1947.0,16.0,,1284.0,14.0,
2010-09-15,,,,77.0,112.0,29.0,1310.0,192.0,,0.0,,34.0,781.0,,131.0,0.0,53.0,,,0.0,,,,110.0,1623.0,1065.0,,8.0,,0.0,,,1693.0,18.0,,1281.0,10.0,
2010-09-16,,,,54.0,516.0,22.0,1006.0,26.0,,0.0,,5.0,133.0,,887.0,0.0,54.0,,,0.0,,,,110.0,28.0,1659.0,,3.0,,0.0,,,296.0,13.0,,2373.0,5.0,
2010-09-17,,,,68.0,665.0,23.0,127.0,1.0,,0.0,,0.0,168.0,,476.0,0.0,57.0,,,0.0,,,,42.0,1859.0,4891.0,,0.0,,0.0,,,858.0,6.0,,1221.0,2.0,
2010-09-18,,,,55.0,90.0,9.0,351.0,23.0,,0.0,,38.0,66.0,,5352.0,0.0,54.0,,,0.0,,,,52.0,867.0,7900.0,,0.0,,0.0,,,1950.0,6.0,,1159.0,0.0,
2010-09-19,,,,49.0,68.0,11.0,382.0,10.0,,0.0,,19.0,120.0,,1928.0,0.0,51.0,,,0.0,,,,49.0,48.0,9646.0,,0.0,,0.0,,,1429.0,8.0,,1290.0,2.0,
2010-09-20,,,,54.0,132.0,30.0,422.0,146.0,,0.0,,28.0,127.0,,1997.0,0.0,23.0,,,0.0,,,,106.0,600.0,11942.0,,0.0,,0.0,,,866.0,12.0,,1185.0,5.0,
2010-09-21,,,,18.0,98.0,40.0,1300.0,175.0,,0.0,,43.0,173.0,,5953.0,0.0,7.0,,,0.0,,,,90.0,923.0,1486.0,,0.0,,0.0,,,2398.0,49.0,,1227.0,3.0,
2010-09-22,,,,58.0,180.0,21.0,964.0,379.0,,0.0,,60.0,226.0,,164.0,0.0,12.0,,,0.0,,,,75.0,352.0,1060.0,,0.0,,0.0,,,2349.0,10.0,,1048.0,15.0,
2010-09-23,,,,27.0,69.0,14.0,1084.0,398.0,,0.0,,50.0,201.0,,800.0,0.0,20.0,,,0.0,,,,76.0,417.0,1119.0,,0.0,,0.0,,,2127.0,8.0,,1128.0,10.0,
2010-09-24,,,,36.0,80.0,33.0,608.0,162.0,,0.0,,98.0,245.0,,2082.0,0.0,16.0,,,0.0,,,,54.0,67.0,854.0,,0.0,,0.0,,,2281.0,4.0,,1204.0,8.0,
2010-09-25,,,,18.0,100.0,11.0,531.0,170.0,,0.0,,42.0,124.0,,839.0,0.0,16.0,,,0.0,,,,17.0,835.0,5527.0,,0.0,,0.0,,,1759.0,0.0,,1071.0,0.0,
2010-09-26,,,,33.0,80.0,28.0,1452.0,47.0,,0.0,,77.0,36.0,,976.0,0.0,11.0,,,0.0,,,,16.0,58.0,831.0,,0.0,,0.0,,,1866.0,0.0,,1176.0,3.0,
2010-09-27,,,,26.0,100.0,34.0,1388.0,227.0,,0.0,,44.0,214.0,,1463.0,0.0,15.0,,,0.0,,,,60.0,117.0,1699.0,,0.0,,0.0,,,1987.0,8.0,,900.0,13.0,
