,[CCT LSU SUPERMIC] Number of Jobs Submitted,[GATECH KEENELAND] Number of Jobs Submitted,[GATECH KIDS] Number of Jobs Submitted,[IU BIGRED*] Number of Jobs Submitted,[LONI QUEENBEE] Number of Jobs Submitted,[NCAR FROST] Number of Jobs Submitted,[NCSA ABE] Number of Jobs Submitted,[NCSA COBALT] Number of Jobs Submitted,[NCSA DTF] Number of Jobs Submitted,[NCSA EMBER*] Number of Jobs Submitted,[NCSA FORGE] Number of Jobs Submitted,[NCSA LINCOLN] Number of Jobs Submitted,[NICS ATHENA] Number of Jobs Submitted,[NICS DARTER] Number of Jobs Submitted,[NICS KRAKEN] Number of Jobs Submitted,[NICS NAUTILUS] Number of Jobs Submitted,[ORNL NSTG] Number of Jobs Submitted,[OSG] Number of Jobs Submitted,[PSC BIGBEN] Number of Jobs Submitted,[PSC BLACKLIGHT] Number of Jobs Submitted,[PSC BRIDGES LARGE] Number of Jobs Submitted,[PSC BRIDGES] Number of Jobs Submitted,[PSC GREENFIELD] Number of Jobs Submitted,[PSC POPLE] Number of Jobs Submitted,[PURDUE CONDOR] Number of Jobs Submitted,[PURDUE STEELE] Number of Jobs Submitted,[SDSC COMET] Number of Jobs Submitted,[SDSC DASH] Number of Jobs Submitted,[SDSC GORDON] Number of Jobs Submitted,[SDSC TRESTLES] Number of Jobs Submitted,[Stanford XSTREAM] Number of Jobs Submitted,[TACC LONESTAR4] Number of Jobs Submitted,[TACC LONESTAR] Number of Jobs Submitted,[TACC LONGHORN] Number of Jobs Submitted,[TACC MAVERICK2] Number of Jobs Submitted,[TACC RANGER] Number of Jobs Submitted,[TACC SPUR] Number of Jobs Submitted,[TACC STAMPEDE] Number of Jobs Submitted
2010-05-29,,,,170.0,148.0,7.0,2164.0,222.0,0.0,,,28.0,1.0,,107.0,,54.0,,0.0,,,,,34.0,59752.0,1407.0,,9.0,,,,,126.0,3.0,,394.0,6.0,
2010-05-30,,,,49.0,127.0,5.0,1017.0,151.0,0.0,,,8.0,963.0,,130.0,,56.0,,0.0,,,,,104.0,84324.0,2067.0,,3.0,,,,,122.0,5.0,,425.0,1.0,
2010-05-31,,,,51.0,121.0,7.0,1514.0,263.0,0.0,,,37.0,981.0,,493.0,,48.0,,0.0,,,,,33.0,61713.0,1048.0,,0.0,,,,,140.0,6.0,,688.0,1.0,
2010-06-01,,,,22.0,2390.0,9.0,878.0,222.0,0.0,,,15.0,1600.0,,1643.0,,35.0,,0.0,,,,,112.0,17970.0,3482.0,,0.0,,,,,228.0,71.0,,886.0,4.0,
2010-06-02,,,,36.0,2366.0,8.0,320.0,345.0,0.0,,,25.0,2080.0,,64.0,,0.0,,0.0,,,,,103.0,15956.0,8377.0,,3.0,,,,,155.0,27.0,,844.0,0.0,
2010-06-03,,,,29.0,603.0,41.0,1826.0,367.0,0.0,,,53.0,1396.0,,835.0,,26.0,,0.0,,,,,42.0,35538.0,968.0,,0.0,,,,,114.0,26.0,,780.0,2.0,
2010-06-04,,,,39.0,7860.0,46.0,3452.0,324.0,0.0,,,25.0,476.0,,933.0,,55.0,,0.0,,,,,92.0,30000.0,2037.0,,0.0,,,,,215.0,16.0,,722.0,6.0,
2010-06-05,,,,56.0,241.0,16.0,1447.0,94.0,0.0,,,10.0,1339.0,,249.0,,55.0,,0.0,,,,,57.0,27843.0,2934.0,,0.0,,,,,193.0,8.0,,577.0,2.0,
2010-06-06,,,,45.0,325.0,13.0,0.0,120.0,0.0,,,0.0,1736.0,,219.0,,58.0,,0.0,,,,,38.0,40958.0,1223.0,,0.0,,,,,239.0,24.0,,632.0,2.0,
2010-06-07,,,,60.0,3267.0,51.0,0.0,270.0,0.0,,,0.0,1094.0,,674.0,,66.0,,0.0,,,,,40.0,31197.0,4319.0,,0.0,,,,,245.0,25.0,,835.0,18.0,
2010-06-08,,,,56.0,1288.0,25.0,0.0,304.0,0.0,,,0.0,1376.0,,836.0,,66.0,,0.0,,,,,128.0,21270.0,1388.0,,0.0,,,,,259.0,21.0,,655.0,19.0,
2010-06-09,,,,63.0,380.0,31.0,2486.0,229.0,0.0,,,89.0,1523.0,,7.0,,65.0,,0.0,,,,,97.0,23200.0,3320.0,,0.0,,,,,208.0,59.0,,569.0,14.0,
2010-06-10,,,,69.0,156.0,10.0,704.0,212.0,0.0,,,45.0,1091.0,,473.0,,67.0,,0.0,,,,,45.0,24555.0,2141.0,,0.0,,,,,208.0,66.0,,921.0,13.0,
2010-06-11,,,,46.0,262.0,17.0,2856.0,213.0,0.0,,,73.0,827.0,,1311.0,,55.0,,0.0,,,,,87.0,14565.0,2110.0,,0.0,,,,,162.0,33.0,,915.0,18.0,
2010-06-12,,,,260.0,135.0,8.0,4894.0,88.0,0.0,,,17.0,338.0,,957.0,,63.0,,0.0,,,,,49.0,22793.0,5104.0,,0.0,,,,,135.0,27.0,,918.0,7.0,
2010-06-13,,,,70.0,162.0,8.0,3961.0,119.0,0.0,,,5.0,991.0,,259.0,,60.0,,0.0,,,,,39.0,24460.0,1448.0,,0.0,,,,,196.0,17.0,,1154.0,8.0,
2010-06-14,,,,56.0,1740.0,38.0,5320.0,197.0,0.0,,,49.0,1041.0,,782.0,,66.0,,0.0,,,,,16.0,29696.0,4357.0,,0.0,,,,,252.0,79.0,,1041.0,31.0,
2010-06-15,,,,72.0,3187.0,46.0,4966.0,226.0,0.0,,,31.0,1022.0,,1724.0,,66.0,,0.0,,,,,48.0,8504.0,2074.0,,0.0,,,,,281.0,10.0,,727.0,19.0,
2010-06-16,,,,266.0,7.0,18.0,1654.0,298.0,0.0,,,14.0,1022.0,,135.0,,60.0,,0.0,,,,,111.0,16027.0,1322.0,,0.0,,,,,326.0,51.0,,695.0,57.0,
2010-06-17,,,,102.0,190.0,16.0,1574.0,188.0,0.0,,,9.0,1429.0,,888.0,,52.0,,0.0,,,,,90.0,18377.0,1705.0,,0.0,,,,,1215.0,39.0,,797.0,54.0,
2010-06-18,,,,59.0,530.0,13.0,3067.0,190.0,0.0,,,4.0,1052.0,,941.0,,62.0,,0.0,,,,,102.0,17488.0,1929.0,,0.0,,,,,452.0,19.0,,857.0,20.0,
2010-06-19,,,,50.0,144.0,6.0,467.0,105.0,0.0,,,25.0,0.0,,660.0,,61.0,,0.0,,,,,45.0,22943.0,2631.0,,0.0,,,,,163.0,28.0,,588.0,3.0,
2010-06-20,,,,56.0,130.0,6.0,176.0,83.0,0.0,,,16.0,1143.0,,601.0,,63.0,,0.0,,,,,70.0,112.0,4327.0,,0.0,,,,,180.0,43.0,,553.0,2.0,
2010-06-21,,,,44.0,202.0,10.0,50.0,209.0,0.0,,,0.0,193.0,,936.0,,70.0,,0.0,,,,,119.0,2994.0,4910.0,,0.0,,,,,187.0,80.0,,724.0,13.0,
2010-06-22,,,,444.0,4916.0,16.0,0.0,220.0,0.0,,,0.0,107.0,,1151.0,,135.0,,0.0,,,,,174.0,1017.0,5716.0,,0.0,,,,,440.0,17.0,,580.0,5.0,
2010-06-23,,,,75.0,191.0,11.0,84.0,318.0,0.0,,,0.0,3801.0,,72.0,,60.0,,0.0,,,,,141.0,1201.0,6909.0,,0.0,,,,,230.0,30.0,,732.0,21.0,
2010-06-24,,,,100.0,234.0,17.0,1144.0,320.0,0.0,,,12.0,2144.0,,186.0,,62.0,,0.0,,,,,90.0,1034.0,5481.0,,0.0,,,,,247.0,76.0,,646.0,2.0,
2010-06-25,,,,331.0,311.0,10.0,1557.0,233.0,0.0,,,54.0,20.0,,598.0,,75.0,,0.0,,,,,90.0,4443.0,130.0,,0.0,,,,,210.0,58.0,,780.0,9.0,
2010-06-26,,,,63.0,133.0,5.0,1049.0,93.0,0.0,,,25.0,0.0,,49.0,,58.0,,0.0,,,,,99.0,1298.0,5501.0,,0.0,,,,,134.0,2.0,,462.0,6.0,
2010-06-27,,,,538.0,125.0,4.0,885.0,102.0,0.0,,,25.0,228.0,,314.0,,57.0,,0.0,,,,,81.0,202.0,1542.0,,0.0,,,,,210.0,4.0,,565.0,9.0,
2010-06-28,,,,421.0,665.0,11.0,1489.0,129.0,0.0,,,203.0,453.0,,581.0,,59.0,,0.0,,,,,126.0,6821.0,3857.0,,0.0,,,,,300.0,8.0,,832.0,45.0,
2010-06-29,,,,79.0,139.0,41.0,2876.0,215.0,0.0,,,151.0,8.0,,1393.0,,538.0,,0.0,,,,,102.0,11969.0,5409.0,,0.0,,,,,519.0,4.0,,577.0,13.0,
2010-06-30,,,,603.0,395.0,16.0,1576.0,230.0,0.0,,,18.0,24.0,,3.0,,64.0,,0.0,,,,,104.0,18361.0,2689.0,,2.0,,,,,137.0,32.0,,614.0,22.0,
2010-07-01,,,,184.0,67.0,7.0,1460.0,237.0,0.0,,,9.0,317.0,,105.0,,331.0,,0.0,,,,,162.0,20202.0,1668.0,,7.0,,,,,133.0,15.0,,751.0,9.0,
2010-07-02,,,,399.0,137.0,31.0,1098.0,231.0,0.0,,,18.0,16.0,,126.0,,83.0,,0.0,,,,,109.0,27344.0,3649.0,,5.0,,,,,128.0,7.0,,875.0,12.0,
2010-07-03,,,,1694.0,34.0,21.0,584.0,96.0,0.0,,,10.0,1673.0,,167.0,,60.0,,0.0,,,,,24.0,32262.0,2922.0,,0.0,,,,,55.0,0.0,,654.0,11.0,
2010-07-04,,,,137.0,34.0,14.0,747.0,86.0,0.0,,,6.0,593.0,,347.0,,59.0,,0.0,,,,,10.0,16681.0,3862.0,,0.0,,,,,70.0,1.0,,698.0,8.0,
2010-07-05,,,,1367.0,14.0,15.0,1523.0,181.0,0.0,,,19.0,845.0,,542.0,,64.0,,0.0,,,,,19.0,14629.0,2130.0,,8.0,,,,,93.0,7.0,,818.0,9.0,
2010-07-06,,,,6072.0,57.0,6.0,1561.0,168.0,0.0,,,49.0,396.0,,1049.0,,0.0,,0.0,,,,,155.0,21577.0,4381.0,,17.0,,,,,174.0,11.0,,976.0,12.0,
2010-07-07,,,,2160.0,193.0,18.0,896.0,223.0,0.0,,,60.0,871.0,,996.0,,0.0,,0.0,,,,,119.0,3262.0,5618.0,,12.0,,,,,139.0,20.0,,877.0,13.0,
2010-07-08,,,,68.0,204.0,24.0,1998.0,245.0,0.0,,,388.0,611.0,,958.0,,4.0,,0.0,,,,,153.0,7608.0,3204.0,,20.0,,,,,428.0,10.0,,1573.0,15.0,
2010-07-09,,,,221.0,884.0,35.0,3229.0,192.0,0.0,,,60.0,159.0,,1242.0,,148.0,,0.0,,,,,58.0,13322.0,3267.0,,2.0,,,,,317.0,14.0,,919.0,22.0,
2010-07-10,,,,135.0,21.0,8.0,813.0,82.0,0.0,,,52.0,1394.0,,1784.0,,0.0,,0.0,,,,,61.0,13894.0,3512.0,,0.0,,,,,151.0,0.0,,813.0,8.0,
2010-07-11,,,,101.0,34.0,8.0,1941.0,135.0,0.0,,,73.0,310.0,,1240.0,,0.0,,0.0,,,,,45.0,17577.0,2074.0,,2.0,,,,,160.0,1.0,,601.0,10.0,
2010-07-12,,,,476.0,97.0,20.0,1383.0,136.0,0.0,,,96.0,741.0,,1086.0,,18.0,,0.0,,,,,84.0,34459.0,432.0,,1.0,,,,,355.0,16.0,,798.0,9.0,
2010-07-13,,,,1295.0,1007.0,26.0,2224.0,215.0,0.0,,,346.0,260.0,,2204.0,,5.0,,0.0,,,,,63.0,14313.0,2861.0,,3.0,,,,,626.0,43.0,,180.0,2.0,
2010-07-14,,,,659.0,148.0,18.0,2321.0,142.0,0.0,,,102.0,276.0,,138.0,,151.0,,0.0,,,,,99.0,12438.0,1975.0,,2.0,,,,,242.0,33.0,,970.0,14.0,
2010-07-15,,,,262.0,674.0,14.0,2276.0,277.0,0.0,,,155.0,29.0,,130.0,,362.0,,0.0,,,,,125.0,10419.0,2055.0,,1.0,,,,,557.0,23.0,,844.0,15.0,
2010-07-16,,,,113.0,163.0,33.0,2229.0,168.0,0.0,,,91.0,48.0,,621.0,,816.0,,0.0,,,,,132.0,16513.0,2140.0,,2.0,,,,,565.0,10.0,,972.0,10.0,
2010-07-17,,,,161.0,499.0,15.0,1190.0,103.0,0.0,,,110.0,0.0,,391.0,,80.0,,0.0,,,,,74.0,17324.0,4849.0,,1.0,,,,,440.0,9.0,,557.0,10.0,
2010-07-18,,,,156.0,340.0,7.0,1348.0,94.0,0.0,,,10.0,57.0,,860.0,,0.0,,0.0,,,,,27.0,12717.0,1605.0,,0.0,,,,,230.0,4.0,,429.0,6.0,
2010-07-19,,,,190.0,89.0,33.0,1988.0,165.0,0.0,,,49.0,163.0,,2214.0,,0.0,,0.0,,,,,82.0,10615.0,6374.0,,1.0,,,,,281.0,16.0,,631.0,7.0,
2010-07-20,,,,109.0,108.0,9.0,1739.0,250.0,0.0,,,69.0,81.0,,1400.0,,24.0,,0.0,,,,,113.0,10033.0,4484.0,,0.0,,,,,179.0,18.0,,684.0,5.0,
2010-07-21,,,,90.0,4316.0,17.0,1798.0,186.0,0.0,,,405.0,28.0,,258.0,,117.0,,0.0,,,,,46.0,8871.0,5416.0,,0.0,,,,,831.0,33.0,,716.0,9.0,
2010-07-22,,,,107.0,12247.0,15.0,1980.0,154.0,0.0,,,403.0,13.0,,1133.0,,128.0,,0.0,,,,,88.0,8901.0,7897.0,,0.0,,,,,814.0,16.0,,523.0,19.0,
2010-07-23,,,,49.0,11335.0,24.0,1298.0,52.0,0.0,,,194.0,124.0,,1071.0,,1.0,,0.0,,,,,131.0,11824.0,1842.0,,0.0,,,,,372.0,33.0,,533.0,34.0,
2010-07-24,,,,62.0,84.0,5.0,810.0,72.0,0.0,,,10.0,74.0,,552.0,,35.0,,0.0,,,,,89.0,700.0,214.0,,1.0,,,,,133.0,8.0,,428.0,12.0,
2010-07-25,,,,61.0,6097.0,5.0,1334.0,75.0,0.0,,,40.0,20.0,,580.0,,78.0,,0.0,,,,,59.0,11581.0,1638.0,,0.0,,,,,205.0,5.0,,507.0,8.0,
2010-07-26,,,,89.0,7101.0,11.0,1594.0,150.0,0.0,,,68.0,14.0,,1238.0,,34.0,,0.0,,,,,153.0,4661.0,1514.0,,0.0,,,,,397.0,17.0,,904.0,12.0,
2010-07-27,,,,39.0,17332.0,13.0,2994.0,72.0,0.0,,,109.0,59.0,,1128.0,,13.0,,0.0,,,,,125.0,849.0,708.0,,0.0,,,,,1122.0,9.0,,1063.0,13.0,
2010-07-28,,,,81.0,198.0,55.0,704.0,91.0,0.0,,,97.0,59.0,,97.0,,13.0,,0.0,,,,,88.0,833.0,1235.0,,0.0,,,,,311.0,8.0,,1027.0,14.0,
2010-07-29,,,,50.0,200.0,21.0,8691.0,157.0,0.0,,,44.0,159.0,,438.0,,62.0,,0.0,,,,,141.0,330.0,4924.0,,0.0,,,,,256.0,11.0,,851.0,21.0,
2010-07-30,,,,42.0,6536.0,18.0,3170.0,185.0,0.0,,,38.0,145.0,,1445.0,,65.0,,0.0,,,,,70.0,365.0,2512.0,,0.0,,,,,218.0,13.0,,992.0,8.0,
2010-07-31,,,,51.0,181.0,6.0,1835.0,113.0,0.0,,,5.0,39.0,,668.0,,50.0,,0.0,,,,,42.0,61.0,7641.0,,0.0,,,,,106.0,2.0,,516.0,7.0,
2010-08-01,,,,81.0,135.0,7.0,2145.0,96.0,,0.0,,7.0,99.0,,658.0,0.0,51.0,,,0.0,,,,60.0,45.0,3688.0,,0.0,,0.0,,,72.0,33.0,,1007.0,10.0,
2010-08-02,,,,73.0,18845.0,57.0,3269.0,186.0,,0.0,,38.0,119.0,,1035.0,0.0,30.0,,,0.0,,,,44.0,65.0,7338.0,,0.0,,0.0,,,104.0,13.0,,915.0,8.0,
2010-08-03,,,,4.0,524.0,45.0,2290.0,166.0,,0.0,,15.0,77.0,,919.0,0.0,17.0,,,0.0,,,,70.0,441.0,5668.0,,0.0,,0.0,,,119.0,18.0,,1022.0,10.0,
2010-08-04,,,,53.0,10264.0,14.0,1716.0,155.0,,0.0,,103.0,87.0,,205.0,0.0,15.0,,,0.0,,,,51.0,260.0,3961.0,,0.0,,0.0,,,157.0,17.0,,683.0,1.0,
2010-08-05,,,,50.0,566.0,32.0,1578.0,107.0,,0.0,,63.0,60.0,,392.0,0.0,13.0,,,0.0,,,,96.0,423.0,1828.0,,15.0,,0.0,,,152.0,10.0,,868.0,6.0,
2010-08-06,,,,46.0,130.0,20.0,1983.0,149.0,,0.0,,47.0,20.0,,652.0,0.0,15.0,,,0.0,,,,41.0,580.0,3288.0,,40.0,,0.0,,,120.0,7.0,,1199.0,3.0,
2010-08-07,,,,30.0,38.0,13.0,1305.0,240.0,,0.0,,39.0,50.0,,307.0,0.0,17.0,,,0.0,,,,24.0,740.0,632.0,,48.0,,0.0,,,197.0,0.0,,1667.0,1.0,
2010-08-08,,,,176.0,41.0,6.0,888.0,152.0,,0.0,,14.0,14.0,,571.0,0.0,13.0,,,0.0,,,,57.0,102.0,295.0,,10.0,,0.0,,,126.0,3.0,,3108.0,1.0,
2010-08-09,,,,122.0,196.0,38.0,1601.0,344.0,,0.0,,66.0,68.0,,818.0,0.0,13.0,,,0.0,,,,84.0,200.0,1294.0,,0.0,,0.0,,,154.0,11.0,,1036.0,8.0,
2010-08-10,,,,85.0,199.0,22.0,1387.0,116.0,,0.0,,100.0,47.0,,658.0,0.0,15.0,,,0.0,,,,113.0,1034.0,694.0,,0.0,,0.0,,,135.0,21.0,,1010.0,0.0,
2010-08-11,,,,156.0,197.0,36.0,1931.0,148.0,,0.0,,43.0,102.0,,159.0,0.0,23.0,,,0.0,,,,88.0,642.0,1283.0,,0.0,,0.0,,,203.0,24.0,,1298.0,12.0,
2010-08-12,,,,85.0,173.0,59.0,1291.0,208.0,,0.0,,80.0,62.0,,16.0,0.0,48.0,,,0.0,,,,70.0,599.0,3218.0,,0.0,,0.0,,,309.0,0.0,,1630.0,7.0,
2010-08-13,,,,55.0,272.0,19.0,1296.0,163.0,,0.0,,52.0,50.0,,88.0,0.0,50.0,,,0.0,,,,83.0,300.0,3331.0,,6.0,,0.0,,,173.0,44.0,,1065.0,4.0,
2010-08-14,,,,67.0,158.0,3.0,566.0,76.0,,0.0,,48.0,92.0,,102.0,0.0,48.0,,,0.0,,,,21.0,880.0,4108.0,,6.0,,0.0,,,298.0,1.0,,742.0,4.0,
2010-08-15,,,,59.0,181.0,6.0,895.0,113.0,,0.0,,18.0,471.0,,453.0,0.0,51.0,,,0.0,,,,15.0,824.0,4460.0,,5.0,,0.0,,,239.0,1.0,,2289.0,6.0,
2010-08-16,,,,78.0,317.0,53.0,1368.0,231.0,,0.0,,18.0,1112.0,,841.0,0.0,50.0,,,0.0,,,,83.0,740.0,2540.0,,11.0,,0.0,,,344.0,26.0,,1605.0,5.0,
2010-08-17,,,,115.0,196.0,48.0,1522.0,206.0,,0.0,,11.0,616.0,,842.0,0.0,60.0,,,0.0,,,,69.0,9.0,2120.0,,2.0,,0.0,,,282.0,10.0,,1206.0,8.0,
2010-08-18,,,,67.0,161.0,23.0,3012.0,195.0,,0.0,,20.0,421.0,,13.0,0.0,59.0,,,0.0,,,,68.0,1281.0,1720.0,,30.0,,0.0,,,453.0,17.0,,1203.0,3.0,
2010-08-19,,,,55.0,92.0,16.0,1502.0,229.0,,0.0,,58.0,131.0,,21.0,0.0,49.0,,,0.0,,,,100.0,1545.0,2572.0,,10.0,,0.0,,,309.0,11.0,,1236.0,7.0,
2010-08-20,,,,220.0,111.0,12.0,2372.0,152.0,,0.0,,57.0,86.0,,77.0,0.0,50.0,,,0.0,,,,80.0,1500.0,1735.0,,6.0,,0.0,,,274.0,24.0,,1709.0,2.0,
2010-08-21,,,,67.0,112.0,2.0,3382.0,73.0,,0.0,,16.0,51.0,,148.0,0.0,54.0,,,0.0,,,,69.0,1758.0,1321.0,,14.0,,0.0,,,252.0,7.0,,1629.0,3.0,
2010-08-22,,,,126.0,119.0,2.0,3134.0,24.0,,0.0,,33.0,54.0,,289.0,0.0,55.0,,,0.0,,,,70.0,1998.0,1448.0,,1.0,,0.0,,,233.0,0.0,,1072.0,2.0,
2010-08-23,,,,254.0,411.0,23.0,3481.0,75.0,,0.0,,14.0,72.0,,495.0,0.0,50.0,,,0.0,,,,79.0,982.0,857.0,,0.0,,0.0,,,304.0,16.0,,1464.0,5.0,
2010-08-24,,,,71.0,629.0,48.0,2788.0,92.0,,0.0,,29.0,48.0,,1519.0,0.0,52.0,,,0.0,,,,146.0,400.0,1457.0,,0.0,,0.0,,,91.0,41.0,,1328.0,1.0,
2010-08-25,,,,126.0,463.0,77.0,3695.0,193.0,,0.0,,70.0,81.0,,17.0,0.0,54.0,,,0.0,,,,102.0,580.0,275.0,,11.0,,0.0,,,160.0,11.0,,1943.0,5.0,
2010-08-26,,,,96.0,321.0,50.0,1538.0,181.0,,0.0,,24.0,29.0,,3924.0,0.0,48.0,,,0.0,,,,77.0,1904.0,5702.0,,20.0,,0.0,,,131.0,16.0,,2310.0,6.0,
2010-08-27,,,,68.0,360.0,29.0,2691.0,160.0,,0.0,,20.0,37.0,,687.0,0.0,50.0,,,0.0,,,,59.0,2424.0,6509.0,,2.0,,0.0,,,1927.0,13.0,,2704.0,0.0,
2010-08-28,,,,66.0,115.0,5.0,1525.0,73.0,,0.0,,12.0,25.0,,360.0,0.0,48.0,,,0.0,,,,57.0,960.0,2220.0,,0.0,,0.0,,,1764.0,3.0,,1525.0,2.0,
2010-08-29,,,,48.0,129.0,5.0,2650.0,36.0,,0.0,,24.0,7.0,,689.0,0.0,47.0,,,0.0,,,,85.0,1174.0,3116.0,,0.0,,0.0,,,2291.0,2.0,,2098.0,0.0,
2010-08-30,,,,47.0,170.0,13.0,3251.0,119.0,,0.0,,16.0,46.0,,1251.0,0.0,54.0,,,0.0,,,,87.0,1504.0,3983.0,,1.0,,0.0,,,484.0,11.0,,1663.0,2.0,
2010-08-31,,,,31.0,281.0,19.0,2581.0,140.0,,0.0,,17.0,111.0,,777.0,0.0,49.0,,,0.0,,,,89.0,1140.0,1074.0,,11.0,,0.0,,,250.0,11.0,,1736.0,6.0,
2010-09-01,,,,153.0,581.0,21.0,1630.0,143.0,,0.0,,18.0,133.0,,479.0,0.0,56.0,,,0.0,,,,24.0,2859.0,1081.0,,12.0,,0.0,,,240.0,67.0,,1717.0,0.0,
2010-09-02,,,,103.0,161.0,6.0,3256.0,110.0,,0.0,,15.0,697.0,,2030.0,0.0,57.0,,,0.0,,,,28.0,785.0,1298.0,,8.0,,0.0,,,177.0,53.0,,1404.0,0.0,
2010-09-03,,,,77.0,273.0,22.0,2558.0,177.0,,0.0,,31.0,73.0,,1661.0,0.0,50.0,,,0.0,,,,48.0,440.0,1582.0,,0.0,,0.0,,,241.0,10.0,,1497.0,1.0,
2010-09-04,,,,50.0,128.0,8.0,223.0,81.0,,0.0,,12.0,638.0,,985.0,0.0,54.0,,,0.0,,,,64.0,440.0,911.0,,0.0,,0.0,,,127.0,0.0,,740.0,0.0,
2010-09-05,,,,57.0,155.0,7.0,327.0,39.0,,0.0,,13.0,749.0,,775.0,0.0,52.0,,,0.0,,,,2.0,40.0,3009.0,,0.0,,0.0,,,146.0,1.0,,550.0,0.0,
2010-09-06,,,,53.0,156.0,15.0,558.0,147.0,,0.0,,9.0,844.0,,1004.0,0.0,53.0,,,0.0,,,,17.0,240.0,891.0,,0.0,,0.0,,,153.0,15.0,,729.0,0.0,
2010-09-07,,,,61.0,118.0,10.0,1431.0,229.0,,0.0,,21.0,39.0,,2118.0,0.0,56.0,,,0.0,,,,88.0,146.0,537.0,,0.0,,0.0,,,466.0,16.0,,1011.0,3.0,
2010-09-08,,,,57.0,187.0,21.0,293.0,196.0,,0.0,,1.0,701.0,,516.0,0.0,53.0,,,0.0,,,,99.0,1.0,461.0,,10.0,,0.0,,,476.0,9.0,,968.0,3.0,
2010-09-09,,,,181.0,136.0,15.0,710.0,217.0,,0.0,,28.0,79.0,,1078.0,0.0,56.0,,,0.0,,,,79.0,6.0,1992.0,,21.0,,0.0,,,376.0,6.0,,739.0,5.0,
2010-09-10,,,,170.0,168.0,23.0,1401.0,132.0,,0.0,,18.0,75.0,,830.0,0.0,58.0,,,0.0,,,,52.0,0.0,355.0,,14.0,,0.0,,,417.0,3.0,,685.0,3.0,
2010-09-11,,,,147.0,106.0,23.0,1509.0,24.0,,0.0,,6.0,40.0,,304.0,0.0,52.0,,,0.0,,,,25.0,0.0,216.0,,3.0,,0.0,,,2033.0,4.0,,715.0,3.0,
2010-09-12,,,,199.0,177.0,22.0,1704.0,65.0,,0.0,,4.0,49.0,,659.0,0.0,54.0,,,0.0,,,,28.0,0.0,377.0,,0.0,,0.0,,,2546.0,7.0,,813.0,1.0,
2010-09-13,,,,73.0,174.0,29.0,813.0,206.0,,0.0,,14.0,113.0,,1842.0,0.0,55.0,,,0.0,,,,95.0,391.0,654.0,,3.0,,0.0,,,1637.0,46.0,,1080.0,3.0,
2010-09-14,,,,56.0,103.0,24.0,883.0,118.0,,0.0,,11.0,80.0,,8133.0,0.0,52.0,,,0.0,,,,31.0,860.0,1230.0,,3.0,,0.0,,,1908.0,16.0,,1102.0,14.0,
2010-09-15,,,,68.0,75.0,29.0,1310.0,152.0,,0.0,,24.0,651.0,,124.0,0.0,53.0,,,0.0,,,,70.0,1603.0,888.0,,8.0,,0.0,,,1649.0,18.0,,1072.0,10.0,
2010-09-16,,,,44.0,477.0,22.0,998.0,19.0,,0.0,,4.0,114.0,,222.0,0.0,54.0,,,0.0,,,,94.0,0.0,1590.0,,3.0,,0.0,,,277.0,13.0,,2144.0,5.0,
2010-09-17,,,,65.0,658.0,18.0,108.0,1.0,,0.0,,0.0,116.0,,184.0,0.0,57.0,,,0.0,,,,30.0,1859.0,4811.0,,0.0,,0.0,,,851.0,6.0,,989.0,2.0,
2010-09-18,,,,46.0,73.0,9.0,351.0,23.0,,0.0,,38.0,36.0,,3723.0,0.0,54.0,,,0.0,,,,36.0,24.0,7762.0,,0.0,,0.0,,,1917.0,6.0,,773.0,0.0,
2010-09-19,,,,47.0,64.0,11.0,382.0,10.0,,0.0,,19.0,100.0,,1520.0,0.0,51.0,,,0.0,,,,34.0,8.0,9290.0,,0.0,,0.0,,,1404.0,8.0,,876.0,2.0,
2010-09-20,,,,46.0,126.0,30.0,422.0,146.0,,0.0,,28.0,113.0,,1751.0,0.0,23.0,,,0.0,,,,77.0,480.0,11761.0,,0.0,,0.0,,,851.0,12.0,,1002.0,5.0,
2010-09-21,,,,11.0,81.0,40.0,796.0,140.0,,0.0,,36.0,151.0,,5740.0,0.0,7.0,,,0.0,,,,76.0,763.0,1334.0,,0.0,,0.0,,,2365.0,49.0,,1012.0,3.0,
2010-09-22,,,,44.0,127.0,21.0,938.0,247.0,,0.0,,47.0,216.0,,150.0,0.0,12.0,,,0.0,,,,63.0,71.0,888.0,,0.0,,0.0,,,2325.0,10.0,,809.0,15.0,
2010-09-23,,,,20.0,67.0,14.0,950.0,318.0,,0.0,,47.0,109.0,,343.0,0.0,20.0,,,0.0,,,,62.0,208.0,966.0,,0.0,,0.0,,,2086.0,8.0,,859.0,10.0,
2010-09-24,,,,32.0,78.0,27.0,608.0,113.0,,0.0,,95.0,145.0,,1340.0,0.0,16.0,,,0.0,,,,43.0,34.0,761.0,,0.0,,0.0,,,2240.0,4.0,,1013.0,8.0,
2010-09-25,,,,17.0,97.0,11.0,458.0,122.0,,0.0,,41.0,93.0,,633.0,0.0,16.0,,,0.0,,,,13.0,767.0,5492.0,,0.0,,0.0,,,1731.0,0.0,,722.0,0.0,
2010-09-26,,,,21.0,73.0,28.0,1451.0,33.0,,0.0,,77.0,14.0,,715.0,0.0,11.0,,,0.0,,,,14.0,10.0,690.0,,0.0,,0.0,,,1839.0,0.0,,890.0,3.0,
